course_code	course_name	course_name_cn
GFQR1013	HANDS ON DATA ANALYTICS FOR EVERYONE	面向所有人的数据分析实践
GFQR1023	DATA ANALYTICS FOR BUSINESS	商业数据分析
GFQR1033	STATISTICS IN OUR DAILY LIFE	我们日常生活中的统计学
GFVM1003	BUSINESS ETHICS AND CORPORATE SOCIAL RESPONSIBILITY	商业伦理与企业社会责任
GFVM1013	APPLIED ETHICS IN CULTURE AND CREATIVITY	文化创意应用伦理
GFVM1023	APPLIED ETHICS: AN INTERDISCIPLINARY EXPLORATION	应用伦理：跨学科探索
GFVM1033	ETHICS IN AN ERA OF ARTIFICIAL INTELLIGENCE AND ROBOTICS	人工智能与机器人时代伦理
GFVM1043	ETHICS IN DAILY LIFE AND LIFE SCIENCES	日常生活与生命科学伦理
GH2003	PRINCIPLES OF GLOBAL HEALTH	全球健康原理
GH2013	LIFESTYLE IN HEALTH AND DISEASE	健康与疾病中的生活方式
GH2023	ENVIRONMENTAL AND OCCUPATIONAL HEALTH SCIENCES	环境与职业健康科学
GH3003	GLOBALIZATION AND HEALTH	全球化与健康
GH4003	"HEALTH SYSTEM, POLICY AND MANAGEMENT"	卫生系统、政策与管理
GLD1003	INTRODUCTION TO GLOBAL STUDIES	全球研究导论
GLD2003	THE GLOBAL ECONOMY	全球经济
GLD2013	INTERNATIONAL COOPERATION AND WORLD ORDER	国际合作与世界秩序
GLD2023	REGIONAL COOPERATION AND INTEGRATION: THE ASEAN	区域合作与一体化：东盟
GLD2033	GLOBAL POLITICAL ECONOMY	全球政治经济学
GLD2043	PRINCIPLES OF DEVELOPMENT ECONOMICS	发展经济学原理
GLD2053	"GLOBAL DIGITAL TRANSFORMATION: AI, IOT AND BLOCKCHAIN"	全球数字转型：人工智能、物联网与区块链
GLD3003	PUBLIC-PRIVATE PARTNERSHIPS FOR DEVELOPMENT	发展中的公私合作
GLD3013	REGIONAL COOPERATION AND INTEGRATION: THE EU	区域合作与一体化：欧盟
GLD3023	"GLOBALISATION: TRENDS, ISSUES AND OPPORTUNITIES"	全球化：趋势、问题与机遇
GLD3033	DEVELOPMENT IN POST-COLONIAL BRITISH COMMONWEALTH	后殖民英国联邦的发展
GLD3043	DEVELOPMENT IN EASTERN EUROPE AND CENTRAL ASIA	东欧与中亚的发展
GLD3053	ASIA IN THE AGE OF GLOBALISATION	全球化时代的亚洲
GLD3063	DATA ANALYSIS FOR SOCIAL SCIENCES	社会科学数据分析
GLD3073	PRINCIPLES OF NEGOTIATION	谈判原理
GLD3083	CHINAS GLOBAL PARTNERSHIPS FOR SHARED PROSPERITY	中国全球伙伴关系与共同繁荣
GLD3093	RURAL ECONOMIC DEVELOPMENT AND TRANSFORMATION IN GLOBALISING CHINA	全球化中国农村经济发展与转型
GLD3103	PROJECT MANAGEMENT IN INTERNATIONAL DEVELOPMENT	国际发展中的项目管理
GLD3113	INTERNATIONAL DEVELOPMENT THEORY AND PRACTICE	国际发展理论与实践
GLD3123	PUBLIC ADMINISTRATION FOR THE DIGITAL SOCIETY	数字社会公共行政
GLD3133	PUBLIC FISCAL ADMINISTRATION	公共财政行政
GLD3143	SUSTAINABLE CITIES	可持续城市
GLD3153	TRANSNATIONAL MIGRATION AND DEVELOPMENT	跨国移民与发展
GLD3163	INTERNSHIP (GAD)	实习（GAD）
GLD3173	SUSTAINABILITY FRAMEWORKS: FROM SDGS TO ESG	可持续发展框架：从SDGs到ESG
GLD4003	FINAL YEAR PROJECT (GAD)	毕业设计（GAD）
GLD4013	GLOBAL SOUTH IN TRANSITION	转型中的全球南方
GLD4023	TOPICS IN GLOBALISATION AND DEVELOPMENT	全球化与发展专题
GLD4033	FINAL YEAR PROJECT (GAD)	毕业设计（GAD）
GTCU2003	COMMERCIAL PHOTOGRAPHY	商业摄影
GTCU2013	CREATIVE MEDIA AND STRATEGY	创意媒体与策略
GTCU2023	"CULTURE AND ART - IMAGES, OBJECTS, THEMES"	文化与艺术——图像、对象、主题
GTCU2033	POPULAR MUSIC GENRE	流行音乐类型
GTCU2043	CORPORATE SUSTAINABILITY AND INDUSTRY INNOVATION	企业可持续发展与产业创新
GTCU2053	BRIDGING CULTURES: TRANSLATION AS COMMUNICATION	作为交流的翻译：文化沟通
GTCU2063	"LANGUAGE, MEDIA AND CULTURE"	语言、媒体与文化
GTCU2073	MEDIA AND HEALTH COMMUNICATION	媒体与健康传播
GTCU2083	MEDIA LITERACY IN THE DIGITAL AGE	数字时代媒体素养
GTCU2093	FOOD CULTURE AND INNOVATION	食品文化与创新
GTCU2113	"LOVE STORIES IN MUSIC, LITERATURE, AND THE VISUAL ARTS"	音乐、文学和视觉艺术中的爱情故事
GTSC2003	APPRECIATION OF APPLIED MATH	应用数学赏析
GTSC2013	DIGITAL ECONOMY AND SOCIETY	数字经济与社会
GTSC2023	CHEMISTRY IN DAILY LIFE	日常生活中的化学
GTSC2033	INTERPRETING THE WORLD BY READING FINANCE NEWS	通过阅读财经新闻解读世界
GTSC2043	POSITIVE PSYCHOLOGY AND INNOVATIVE TECHNOLOGIES IN EVERYDAY LIFE	积极心理学和日常生活中的创新技术
GTSC2053	TELLING A STORY WITH DATA	用数据讲述故事
GTSC2073	ARTIFICIAL INTELLIGENCE IN DAILY LIFE	日常生活中的人工智能
GTSC2083	DEMYSTIFYING DATA SCIENCE	揭开数据科学的神秘面纱
GTSC2093	IT FOR SUCCESS IN EVERYDAY LIFE AND WORK	IT成就美好生活与工作
GTSC2103	LIFESTYLE AND HEALTH	生活方式与健康
GTSC2113	NUTRITION AND EXERCISE	营养与运动
GTSU2003	GREEN SUPPLY CHAIN MANAGEMENT	绿色供应链管理
GTSU2013	SOCIAL ENTREPRENEURSHIP	社会创业
GTSU2023	CARING SOCIETY: FROM CHARITY TO SOCIAL INNOVATION	关爱社会：从慈善到社会创新
GTSU2033	"SOCIETY, ECONOMY AND ENVIRONMENT IN THE AGE OF GLOBALISATION"	全球化时代的社会、经济与环境
GTSU2043	CLIMATE CHANGE AND SOCIETY: CURRENT STATUS AND A LOOK INTO THE  FUTURE	气候变化与社会：现状与展望
GTSU2053	FOOD SECURITY AND SUSTAINABILITY	粮食安全与可持续性
GTSU2063	HOW TO BUILD A GREEN CITY? CHALLENGES AND SOLUTIONS	如何建设绿色城市？挑战与解决方案
JAP1013	JAPANESE I	日语一
JAP2013	JAPANESE CULTURE	日本文化
JOUR2003	BROADCAST JOURNALISM I	广播新闻学一
JOUR2043	ENTERTAINMENT JOURNALISM	娱乐新闻学
JOUR3013	COPYEDITING	编辑
JOUR3023	MEDIA LAW AND ETHICS	媒体法律与伦理
JOUR3033	INTERNATIONAL NEWS	国际新闻
JOUR3043	ADVANCED REPORTING AND WRITING	高级报道与写作
JOUR3053	MASS MEDIA RESEARCH METHODS	大众媒体研究方法
JOUR3133	BROADCAST JOURNALISM III	广播新闻学三
JOUR3173	"GENDER, IDENTITY AND THE MEDIA"	性别、身份与媒体
JOUR3183	PERSUASION IN MEDIA	媒体中的说服
JOUR3203	JOURNALISM AND TRUTH	新闻与真相
JOUR3213	"NEW MEDIA, CULTURE AND SOCIETY"	新媒体、文化与社会
JOUR3223	THE LANGUAGE OF JOURNALISM	新闻语言
JOUR3233	INTERNATIONAL COMMUNICATION	国际传播
JOUR4053	BUSINESS AND FINANCIAL REPORTING	商业与金融报道
KOR1013	KOREAN I	韩语一
KOR2013	KOREAN CULTURE	韩国文化
MAD1003	STUDIO ART PRACTICES: DRAWING FUNDAMENTALS	工作室艺术实践：绘画基础
MAD2003	DESIGN FUNDAMENTALS	设计基础
MAD2013	ART MEDIA FUNDAMENTALS	艺术媒体基础
MAD2023	APPRECIATION OF THE ARTS	艺术欣赏
MAD2033	HISTORY OF MEDIA ARTS AND DESIGN	媒体艺术与设计史
MAD2043	CONCEPT DEVELOPMENT FOR TIME-BASED MEDIA	基于时间媒体的概念发展
MAD3003	PHOTOGRAPHY	摄影
MAD3013	INTERACTIVE ARTS AND DESIGN	互动艺术与设计
MAD3023	DIGITAL IMAGING AND DESIGN	数字图像与设计
MAD3033	3D DESIGN FUNDAMENTALS	三维设计基础
MAD3043	DIGITAL DRAWING AND PAINTING	数字绘画
MAD3053	"COLOUR CONCEPTS, THEORY AND PLANNING"	色彩概念、理论与规划
MAD3063	ANIMATION	动画
MAD3073	LANGUAGE FOR AUDIO-VISUAL DESIGN	视听设计语言
MAD3083	STUDIO ART PRACTICES: PAINTING FUNDAMENTALS	工作室艺术实践：绘画基础
MAD3093	WEB DESIGN AND HYPERMEDIA	网页设计与超媒体
MAD3103	COMPUTER GAME DESIGN	电脑游戏设计
MAD3113	VIDEO ARTS	视频艺术
MAD3123	GRAPHIC STORYTELLING	图形故事讲述
MAD3133	DIGITAL SOUND PRODUCTION	数字声音制作
MAD3143	MEDIA ARTS AND DESIGN INTERNSHIP	媒体艺术与设计实习
MAD3153	UX & UI DESIGN FOUNDATION	用户体验与用户界面设计基础
MAD4003	FINAL YEAR PROJECT (MAD)	毕业设计（MAD）
MAD4013	STUDIO ART PRACTICES: EXPERIMENTAL MEDIA	工作室艺术实践：实验媒体
MAD4023	COMPUTER PROGRAMMING FOR DESIGN	面向设计的计算机编程
MAD4033	NARRATIVE AND INTERACTIVITY IN MEDIA ARTS	媒体艺术中的叙事与互动
MAD4043	PRINCIPLES OF PRODUCT DESIGN	产品设计原理
MAD4053	DIGITAL IMAGE MANIPULATION	数字图像处理
MAD4063	VISUAL ARTS SINCE 1900	1900年以来的视觉艺术
MAD4073	SOCIAL DESIGN	社会设计
MAD4083	SPECIAL TOPICS IN MEDIA ARTS AND DESIGN SUBJECT	媒体艺术与设计学科的专题
MAD4093	PHYSICAL COMPUTING ADVANCED INTERACTIVE MEDIA	物理计算高级互动媒体
MAD4103	GAME ART AND 3D ANIMATION	游戏美术与三维动画
MAD4113	PRINCIPLES OF PRODUCT DESIGN AND EXHIBITION	产品设计与展览原理
MAD4123	FINAL YEAR PROJECT (MAD)	毕业设计（MAD）
MATH1003	LINEAR ALGEBRA	线性代数
MATH1053	LINEAR ALGEBRA I	线性代数一
MATH1063	LINEAR ALGEBRA II	线性代数二
MATH1073	CALCULUS I	微积分一
MATH1083	CALCULUS II	微积分二
MATH1123	CALCULUS FOR SCIENCE AND ENGINEERING	科学与工程微积分
MATH1153	APPLIED LINEAR ALGEBRA AND LINEAR DYNAMICS	应用线性代数与线性动力学
MATH1163	ADVANCED CALCULUS	高级微积分
MATH2003	DISCRETE STRUCTURES	离散结构
MATH2013	INTRODUCTION TO MATHEMATICAL FINANCE	数学金融学导论
MATH2023	ORDINARY AND PARTIAL DIFFERENTIAL EQUATIONS	常微分方程与偏微分方程
MATH2033	MATHEMATICAL STATISTICS	数理统计
MATH2043	ORDINARY DIFFERENTIAL EQUATIONS	常微分方程
MATH2053	MATHEMATICAL ANALYSIS	数学分析
MATH2063	PROBABILITY AND STATISTICS	概率论与数理统计
MATH3003	STOCHASTIC PROCESSES AND APPLICATIONS	随机过程及其应用
MATH3013	DISCRETE MATHEMATICS	离散数学
MATH3033	PARTIAL DIFFERENTIAL EQUATIONS	偏微分方程
MATH3043	REAL ANALYSIS (FOR MATH STUDENTS)	实分析（面向数学学生）
MATH3053	NUMERICAL METHODS I	数值方法一
MATH3063	MULTIVARIATE CALCULUS	多元微积分
MATH3073	MULTIVARIATE ANALYSIS (FOR MATH STUDENTS)	多元分析（面向数学学生）
MATH3083	MARKOV CHAIN AND QUEUING THEORY	马尔可夫链与排队论
MATH3093	SUPPLY CHAIN MODELLING	供应链建模
MATH3143	DIFFERENTIAL GEOMETRY	微分几何
MATH3153	ADVANCED PROBABILITY	高级概率论
MATH3163	REAL ANALYSIS	实分析
MATH3173	APPLIED STOCHASTIC PROCESS	应用随机过程
MATH3183	VECTOR CALCULUS AND COMPLEX ANALYSIS	向量微积分与复变函数
MATH4003	GRAPH THEORY	图论
MATH4023	DIFFERENTIAL EQUATION	微分方程
MATH4033	COMPUTATIONAL FINANCE	计算金融
MATH4043	ACTUARIAL MATHEMATICS	精算数学
MATH4053	NUMERICAL METHODS	数值方法
MATH4063	CASE STUDIES IN MATHEMATICAL MODELLING	数学建模案例研究
MATH4083	NUMERICAL ANALYSIS	数值分析
MATH4093	COMPLEX ANALYSIS	复分析
MATH4103	MATHEMATICAL MODELLING	数学建模
MATH4113	SELECTED TOPICS IN APPLIED ANALYSIS	应用分析选题
MATH4123	FINAL YEAR PROJECT I (MATH)	毕业设计一（MATH）
MATH4143	FUNCTIONAL ANALYSIS	泛函分析
MATH4153	NUMERICAL METHODS FOR DIFFERENTIAL EQUATIONS	微分方程数值方法
MATH4163	FINAL YEAR PROJECT II (MATH)	毕业设计二（MATH）
MCOM1003	INTRODUCTION TO MEDIA STUDIES	媒体研究导论
MCOM1013	"NEW MEDIA, CULTURE AND SOCIETY"	新媒体、文化与社会
MCOM2003	INTRODUCTION TO MEDIA STUDIES	媒体研究导论
MCOM2013	COMMUNICATION THEORIES I	传播理论一
MCOM2023	COMMUNICATION THEORIES II	传播理论二
MCOM2033	FOUNDATIONS OF NEWS AND FEATURE REPORTING	新闻与特写报道基础
MCOM2043	DOCUMENTARY FILM CLASSICS	纪录片经典
MCOM2053	REPORTING LABORATORY (1)	报道实验室（1）
MCOM2063	FOUNDATION OF PHOTOJOURNALISM	摄影新闻学基础
MCOM2073	HISTORY OF EAST ASIAN MEDIA AND CULTURE	东亚媒体与文化史
MCOM2083	MULTIMEDIA PRODUCTION I	多媒体制作一
MCOM2093	POPULAR CULTURE AND JOURNALISM	流行文化与新闻学
MCOM2103	ENTERTAINMENT JOURNALISM	娱乐新闻学
MCOM2113	INTERNATIONAL ORGANIZATIONS REPORTING	国际组织报道
MCOM3003	MEDIA IN CHINA	中国媒体
MCOM3013	RHETORIC OF COMMUNICATION AND MEDIA	传播与媒体的修辞
MCOM3023	REPORTING LABORATORY (2)	报道实验室（2）
MCOM3033	INTERNSHIP (MCOM)	实习（MCOM）
MCOM3043	"CULTURE, MEDIA AND TOURISM"	文化、媒体与旅游
MCOM3053	SEMINAR IN CULTURAL THEORIES AND GLOBALISATION	文化理论与全球化研讨会
MCOM3063	SOCIAL MEDIA ANALYTICS	社交媒体分析
MCOM3073	"RISK, CRISIS, AND COMMUNICATION"	风险、危机与传播
MCOM3093	MEDIA RESEARCH METHODS	媒体研究方法
MCOM3103	MULTIMEDIA PRODUCTION II	多媒体制作二
MCOM3113	MULTIMEDIA PRODUCTION III	多媒体制作三
MCOM3123	INTERNATIONAL COMMUNICATION	国际传播
MCOM3133	MEDIA LAW AND ETHICS	媒体法律与伦理
MCOM3143	ADVANCED REPORTING AND WRITING	高级报道与写作
MCOM3163	STUDY ON INTERCULTURAL COMMUNICATION ISSUES	跨文化传播问题研究
MCOM3173	"GENDER, IDENTITY AND THE MEDIA"	性别、身份与媒体
MCOM3183	PERSUASION IN MEDIA	媒体中的说服
MCOM3193	JOURNALISM AND TRUTH	新闻与真相
MCOM3203	THE LANGUAGE OF JOURNALISM	新闻语言
MCOM3213	COPYEDITING	编辑
MCOM3223	INTERNATIONAL NEWS	国际新闻
MCOM3233	ADVANCED PHOTOJOURNALISM	高级摄影新闻学
MCOM3243	NEWS TRANSLATION	新闻翻译
MCOM3253	THEORY AND PRACTICE OF ONLINE VIDEO	在线视频的理论与实践
MCOM4003	ADVANCED TOPICS IN MEDIA STUDIES	媒体研究的先进课题
MCOM4013	CONVERGENT JOURNALISM	融合新闻学
MCOM4023	EDITING LABORATORY	编辑实验室
MCOM4033	FINAL YEAR PROJECT (MCOM)	毕业设计（MCOM）
MCOM4043	MEDIA AND LIBERALISM	媒体与自由主义
MCOM4053	ANALYSIS OF MEDIA CONTENT AND MEDIA FRAMES	媒体内容与媒体框架分析
MCOM4063	BUSINESS AND FINANCIAL REPORTING	商业与金融报道
MCOM4073	FINAL YEAR PROJECT (MCOM)	毕业设计（MCOM）
MCOM4083	ADVANCED AUDIO PRODUCTION	高级音频制作
MCOM4093	TECHNOCULTURE	技术文化
MHR3003	HUMAN RESOURCE MANAGEMENT	人力资源管理
MHR3013	HUMAN RESOURCE DEVELOPMENT	人力资源开发
MHR3023	RECRUITMENT AND SELECTION	招聘与甄选
MHR3033	PERFORMANCE MANAGEMENT AND REWARDS	绩效管理与奖励
MHR3043	LABOUR RELATIONS AND LAW	劳动关系与法律
MHR3063	GLOBAL HUMAN RESOURCE MANAGEMENT	全球人力资源管理
MHR3073	APPLIED SOCIAL PSYCHOLOGY IN ORGANISATIONS	组织中的应用社会心理学
MHR3083	PREDICTIVE HUMAN RESOURCE ANALYTICS	预测性人力资源分析
MHR4003	HUMAN RESOURCE STRATEGY AND PLANNING	人力资源战略与规划
MHR4013	HUMAN RESOURCE MANAGEMENT IN CHINA	中国人力资源管理
MKT2003	PRINCIPLES OF MARKETING MANAGEMENT	营销管理原理
MKT2013	SERVICE LEARNING AND COMMUNITY ENGAGEMENT	服务学习与社区参与
MKT2023	DIGITAL MARKETING STRATEGY	数字营销策略
MKT3003	CUSTOMER RELATIONSHIP MANAGEMENT	客户关系管理
MKT3013	GLOBAL MARKETING	全球营销
MKT3023	MARKETING RESEARCH	市场研究
MKT3033	CONSUMER BEHAVIOUR	消费者行为
MKT3043	BRAND MANAGEMENT	品牌管理
MKT3053	MARKETING INTERNSHIP	营销实习
MKT3063	RESPONSIBLE MARKETING	负责任的营销
MKT3073	MARKETING COMMUNICATIONS	营销传播
MKT3083	DIGITAL MARKETING ANALYTICS	数字营销分析
MKT3093	LUXURY AND FASHION DIGITAL MARKETING	奢侈品与时尚数字营销
MKT3103	DIGITAL CONTENT PRODUCTION AND MANAGEMENT	数字内容制作与管理
MKT4003	MARKETING STRATEGY	营销策略
MKT4013	SERVICES MARKETING	服务营销
MKT4023	MARKETING MANAGEMENT IN CHINA	中国营销管理
MKT4033	RETAIL MANAGEMENT	零售管理
MKT4043	SALES MANAGEMENT	销售管理
MKT4053	BUSINESS TO BUSINESS MARKETING	企业对企业营销
MT1003	MILITARY TRAINING	军事训练
MUS1043	MUSIC HISTORY: FILM MUSIC	音乐史：电影音乐
MUS1083	CHORAL STUDIES	合唱研究
MUS1093	MUSIC THEORY	音乐理论
MUS1103	ORCHESTRAL STUDIES	管弦乐团研究
MUS1113	INTRODUCTION TO WORLD MUSIC	世界音乐导论
MUS1123	CHAMBER MUSIC STUDIES	室内乐研究
MUS1153	THE ART AND CRAFT OF SONGWRITING	歌曲创作的艺术和技巧
MUS1163	MUSIC THEORY AND EAR TRAINING I	音乐理论与听觉训练一
MUS1173	PERFORMANCE SKILLS I	表演技巧一
MUS1193	MUSIC THEORY AND EAR TRAINING II	音乐理论与听觉训练二
MUS1203	PERFORMANCE SKILLS II	表演技巧二
MUS1223	MUSIC PERFORMANCE STUDIO I	音乐表演工作室一
MUS1243	MUSIC PERFORMANCE STUDIO II	音乐表演工作室二
MUS2003	COMPOSITIONAL TECHNIQUES	作曲技巧
MUS2013	HISTORY OF WESTERN CLASSICAL MUSIC	西方古典音乐史
MUS2023	HISTORY OF WESTERN CLASSICAL MUSIC	西方古典音乐史
MUS2033	AURAL TRAINING	听觉训练
MUS2043	MUSIC HARMONY AND ANALYSIS I	音乐和声与分析一
MUS2053	ADVANCED PERFORMANCE SKILLS I	高级表演技巧一
MUS2063	ADVANCED PERFORMANCE SKILLS II	高级表演技巧二
MUS2073	STUDIO RECORDING TECHNIQUES	录音棚录制技术
MUS2083	FROM CHARLIE CHAPLIN TO JOHN WILLIAMS. FILM MUSIC: HISTORY AND  THEORY	从卓别林到约翰·威廉姆斯。电影音乐：历史与理论
MUS2093	INSTRUMENT PEDAGOGY	乐器教学法
MUS2103	POPULAR MUSIC	流行音乐
MUS2113	ESSENTIALS OF SONG-WRITING	歌曲创作基础
MUS2123	MUSIC BUSINESS MANAGEMENT	音乐商业管理
MUS2133	MUSIC HARMONY AND ANALYSIS II	音乐和声与分析二
MUS2143	CHINESE MUSIC: HISTORY AND THEORY	中国音乐：历史与理论
MUS2153	PSYCHOLOGY OF MUSIC EDUCATION	音乐教育心理学
MUS2183	KEYBOARD PERFORMANCE STUDIES I	键盘演奏研究一
MUS2193	KEYBOARD PERFORMANCE STUDIES II	键盘演奏研究二
MUS2203	ENSEMBLE STUDIES	合奏研究
MUS2213	TECHNOLOGY OF MUSIC AND SOUND FOR SCREEN	屏幕音乐与声音技术
MUS2223	HISTORY OF WESTERN CLASSICAL MUSIC: THE AMERICAN MUSICAL	西方古典音乐史：美国音乐剧
MUS2233	VOCAL LITERATURE AND REPERTOIRE	声乐文献与曲目
MUS2253	MUSIC PERFORMANCE STUDIO III	音乐表演工作室三
MUS2263	MUSIC PERFORMANCE STUDIO IV	音乐表演工作室四
MUS2273	KEYBOARD SKILLS I	键盘技巧一
MUS2283	KEYBOARD SKILLS II	键盘技巧二
MUS3003	MUSIC SINCE 1945	1945年以来的音乐
MUS3013	CREATIVE MUSIC TECHNOLOGY	创意音乐技术
MUS3023	TONAL COUNTERPOINT	调性对位
MUS3033	FORM AND STYLE I	形式与风格一
MUS3043	FORM AND STYLE II	形式与风格二
MUS3053	HISTORY AND REPERTOIRE OF BAROQUE AND CLASSICAL MUSIC	巴洛克与古典音乐的历史与曲目
MUS3063	HISTORY AND REPERTOIRE OF ROMANTIC MUSIC	浪漫音乐的历史与曲目
MUS3073	ENSEMBLE A: I	合奏A：一
MUS3083	ENSEMBLE A: II	合奏A：二
MUS3093	ENSEMBLE B: I	合奏B：一
MUS3103	ENSEMBLE B: II	合奏B：二
MUS3113	PRINCIPAL STUDY I: PERFORMANCE	主修一：表演
MUS3123	PRINCIPAL STUDY II: PERFORMANCE	主修二：表演
MUS3133	JAZZ HARMONY	爵士和声
MUS3143	COMPOSING AND ARRANGING MUSIC FOR EDUCATION	为教育作曲和编曲
MUS3263	MUSIC PERFORMANCE STUDIO V	音乐表演工作室五
MUS3283	VOCAL PEDAGOGY	声乐教学法
MUS3303	MUSICAL THEATRE	音乐剧
MUS3313	MUSIC CAREER PLANNING SEMINAR	音乐职业规划研讨会
MUS3323	MUSICAL ARTS INTERNSHIP	音乐艺术实习
MUS4003	HISTORY AND REPERTOIRE FROM 1900 AND BEYOND	1900年及以后的历史与曲目
MUS4013	PRINCIPLES OF MUSIC EDUCATION	音乐教育原则
MUS4023	FINAL YEAR PROJECT (MUS)	毕业设计（MUS）
MUS4043	PRINCIPAL STUDY III: PERFORMANCE	主修三：表演
MUS4053	MUSIC IN THE MEDIEVAL AND RENAISSANCE PERIODS	中世纪和文艺复兴时期的音乐
MUS4063	JAZZ IMPROVISATION	爵士即兴演奏
MUS4073	CREATING MUSIC AND SOUND FOR NEW MEDIA	为新媒体创作音乐和声音
OR2003	DYNAMIC PROGRAMMING	动态规划
OR3003	LOGISTICS	物流学
OR3013	LINEAR PROGRAMMING AND INTEGER PROGRAMMING	线性规划与整数规划
OR3023	SIMULATION	模拟
OR4003	DYNAMIC PROGRAMMING INVENTORY CONTROL	动态规划库存控制
OR4013	ADVANCED TOPICS IN OPERATIONS RESEARCH	运筹学中的高级课题
OR4023	OPTIMIZATION	优化
OR4033	NETWORK AND TRANSPORTATION MODELS	网络与运输模型
PHYS2003	PRINCIPLES OF PHYSICS	物理学原理
POLS1003	FOUNDATIONS OF POLITICAL SCIENCE	政治学基础
POLS1013	FOUNDATIONS OF WORLD GEOGRAPHY	世界地理基础
POLS2033	INTRODUCTION TO RESEARCH METHODS	研究方法导论
POLS2073	COOPERATION AND PROGRESS IN THE GUANGDONG-HONG KONG-MACAU  GREATER BAY AREA	粤港澳大湾区合作与发展
POLS3003	PRINCIPLES OF INTERNATIONAL LAW	国际法原理
POLS3093	INTERNATIONAL ORGANISATIONS	国际组织
POLS3163	CONTEMPORARY EUROPE-ASIA INTERACTIONS	当代欧亚互动
POLS3203	INTRODUCTION TO SUSTAINABLE DEVELOPMENT	可持续发展导论
POLS3253	GLOBAL ROUTES OF TRADE AND INVESTMENT	全球贸易与投资路线
POLS3263	GLOBAL ENVIRONMENTAL GOVERNANCE	全球环境治理
POLS3273	"GROWTH, INNOVATION AND DEVELOPMENT: CASE STUDIES"	增长、创新与发展：案例研究
POLS3283	"SOCIETY, ENVIRONMENT AND DEVELOPMENT IN AFRICA"	非洲的社会、环境与发展
POLS3303	GOVERNANCE AND SOCIETY IN NORTHEAST ASIA	东北亚的治理与社会
POLS3313	GOVERNANCE AND SOCIETY IN NORTH AMERICA	北美的治理与社会
POLS3323	GOVERNANCE AND SOCIETY IN LATIN AMERICA	拉丁美洲的治理与社会
PRA2003	PRINCIPLES OF PUBLIC RELATIONS	公共关系原理
PRA2013	PRINCIPLES OF ADVERTISING	广告原理
PRA2033	COMPUTER VISUAL DESIGN	计算机视觉设计
PRA2043	PUBLICATION DESIGN	出版设计
PRA2053	CASES STUDIES IN PUBLIC RELATIONS AND ADVERTISING	公共关系与广告案例研究
PRA3003	CONSUMER BEHAVIOUR	消费者行为
PRA3013	PUBLIC RELATIONS WRITING	公共关系写作
PRA3023	ADVERTISING COPYWRITING	广告文案写作
PRA3033	RESEARCH IN PUBLIC RELATIONS AND ADVERTISING	公共关系与广告研究
PRA3043	GRAPHIC COMMUNICATION	图形传播
PRA3053	ADVANCED DESIGN AND VISUALISATION	高级设计与可视化
PRA3063	DIGITAL MEDIA AND STRATEGIC COMMUNICATION	数字媒体与战略传播
PRA3073	BRANDING IN ADVERTISING	广告中的品牌塑造
PRA3083	CRISIS MANAGEMENT AND RISK COMMUNICATION	危机管理与风险沟通
PRA3093	MEDIA AND EVENT PLANNING	媒体与活动策划
PRA3103	ADVERTISING PORTFOLIO DEVELOPMENT	广告作品集开发
PRA3113	PHOTOGRAPHY AND VIDEOGRAPHY IN ADVERTISING	广告中的摄影和录像
PRA4003	ADVERTISING AND SOCIETY	广告与社会
PRA4013	SPECIAL TOPICS IN PUBLIC RELATIONS AND ADVERTISING	公共关系与广告专题
PRA4023	FINAL YEAR PROJECT (PRA)	毕业设计（PRA）
PRA4033	INTEGRATED MARKETING COMMUNICATION	整合营销传播
PRA4043	ADVERTISING REGULATION AND ETHICS	广告法规与伦理
PRA4053	PUBLIC RELATIONS AND ADVERTISING INTERNSHIP	公共关系与广告实习
PRA4063	PUBLIC RELATIONS AND ADVERTISING STRATEGIC CAMPAIGNS	公共关系与广告战略活动
PRA4073	BIG DATA AND ADVERTISING	大数据与广告
PRA4083	HUMAN COMPUTER INTERACTION	人机交互
PRA4093	FINAL YEAR PROJECT (PRA)	毕业设计（PRA）
PRA4663	PUBLIC RELATIONS AND ADVERTISING	公共关系与广告
PSY2003	BIOLOGICAL PSYCHOLOGY	生物心理学
PSY2013	RESEARCH METHODS IN PSYCHOLOGY	心理学研究方法
PSY2023	SOCIAL PSYCHOLOGY	社会心理学
PSY2033	DEVELOPMENTAL PSYCHOLOGY	发展心理学
PSY2043	INTRODUCTION TO PSYCHOLOGY	心理学导论
PSY2053	EDUCATIONAL PSYCHOLOGY AND CLASSROOM PRACTICE	教育心理学与课堂实践
PSY3003	THEORIES OF HUMAN PERSONALITY	人格理论
PSY3013	THEORIES OF LEARNING	学习理论
PSY3023	ABNORMAL PSYCHOLOGY	变态心理学
PSY3033	FORENSIC PSYCHOLOGY	法医心理学
PSY3043	CONSUMER PSYCHOLOGY	消费者心理学
PSY3053	EDUCATIONAL PSYCHOLOGY	教育心理学
PSY3063	PSYCHOLOGY OF CULTURAL DIVERSITY	文化多样性心理学
PSY3073	EXPERIMENTAL PSYCHOLOGY	实验心理学
PSY3103	POSITIVE PSYCHOLOGY	积极心理学
PSY3113	NEUROPSYCHOLOGY OF LANGUAGE	语言神经心理学
PSY3123	FORENSIC PSYCHOLOGY	法医心理学
PSY3133	HISTORY AND SYSTEMS IN PSYCHOLOGY	心理学中的历史与体系
